,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
7031,15000.0, 60 months,13.18,342.68,C,9 years,MORTGAGE,62000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,17.33,0.0,Mar-1998,735.0,739.0,0.0,11.0,1.0,7556.0,22.2,26.0,Individual,3.0,0.0
244,13875.0, 60 months,11.99,308.58,C,10+ years,MORTGAGE,32500.0,Source Verified,Dec-2015,Fully Paid,credit_card,23.53,0.0,Mar-2001,710.0,714.0,0.0,7.0,0.0,10580.0,81.4,15.0,Individual,1.0,0.0
6966,25000.0, 36 months,13.99,854.32,C,5 years,OWN,75000.0,Source Verified,Dec-2015,Charged Off,credit_card,22.86,0.0,Sep-2004,680.0,684.0,0.0,11.0,0.0,20847.0,87.2,24.0,Individual,1.0,0.0
8652,4800.0, 36 months,16.99,171.11,D,10+ years,RENT,30000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,31.44,0.0,Jun-1990,690.0,694.0,1.0,7.0,0.0,2323.0,28.0,21.0,Individual,0.0,0.0
907,10000.0, 36 months,9.8,321.74,B,1 year,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.16,0.0,Apr-2002,700.0,704.0,3.0,15.0,0.0,27849.0,30.0,25.0,Individual,0.0,0.0
788,8000.0, 36 months,6.49,245.16,A,3 years,RENT,120000.0,Source Verified,Dec-2015,Fully Paid,credit_card,4.91,0.0,Jul-1984,775.0,779.0,0.0,5.0,0.0,9233.0,15.5,20.0,Individual,0.0,0.0
7623,7000.0, 36 months,13.18,236.47,C,1 year,RENT,42000.0,Not Verified,Dec-2015,Fully Paid,credit_card,6.58,0.0,Mar-2009,695.0,699.0,2.0,10.0,0.0,8552.0,37.8,10.0,Individual,0.0,0.0
5687,20000.0, 60 months,9.17,416.82,B,10+ years,RENT,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,27.76,0.0,Nov-1990,745.0,749.0,0.0,16.0,0.0,31709.0,31.1,28.0,Individual,0.0,0.0
115,10000.0, 36 months,11.48,329.67,B,2 years,RENT,33000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,21.75,0.0,Aug-2009,710.0,714.0,0.0,12.0,1.0,8052.0,35.6,20.0,Individual,0.0,0.0
8326,12000.0, 36 months,10.64,390.83,B,10+ years,MORTGAGE,120000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,6.4,0.0,Aug-2008,685.0,689.0,0.0,7.0,0.0,5865.0,28.7,9.0,Individual,1.0,0.0
6405,19200.0, 36 months,6.99,592.76,A,2 years,OWN,80000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,17.52,0.0,Oct-1999,730.0,734.0,0.0,9.0,0.0,92534.0,61.7,13.0,Individual,2.0,0.0
9037,2550.0, 36 months,13.18,86.15,C,5 years,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,credit_card,10.99,0.0,May-1986,665.0,669.0,4.0,18.0,2.0,9257.0,35.1,34.0,Individual,2.0,2.0
3203,3000.0, 36 months,9.17,95.64,B,,RENT,25255.0,Verified,Dec-2015,Fully Paid,credit_card,21.23,1.0,Dec-1978,670.0,674.0,0.0,5.0,1.0,2214.0,30.3,21.0,Individual,0.0,1.0
6777,10000.0, 36 months,10.78,326.35,B,3 years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.65,0.0,Jun-1986,675.0,679.0,2.0,12.0,1.0,1874.0,10.0,45.0,Individual,7.0,1.0
9180,11225.0, 60 months,26.77,341.22,G,1 year,RENT,31200.0,Verified,Dec-2015,Charged Off,debt_consolidation,26.31,0.0,Mar-2001,695.0,699.0,5.0,20.0,0.0,13942.0,29.7,49.0,Individual,2.0,0.0
4933,15000.0, 36 months,7.49,466.53,A,2 years,MORTGAGE,50000.0,Source Verified,Dec-2015,Fully Paid,credit_card,12.89,0.0,Sep-2008,700.0,704.0,0.0,13.0,0.0,16737.0,42.3,30.0,Individual,2.0,0.0
918,3000.0, 36 months,11.48,98.9,B,5 years,MORTGAGE,45000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.73,0.0,Nov-2001,765.0,769.0,0.0,7.0,0.0,1888.0,15.9,24.0,Individual,4.0,0.0
1435,20000.0, 36 months,7.91,625.9,A,1 year,MORTGAGE,60000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,14.56,0.0,May-1987,690.0,694.0,1.0,14.0,1.0,9867.0,48.0,31.0,Individual,2.0,1.0
3042,15000.0, 60 months,11.99,333.6,C,10+ years,OWN,135000.0,Source Verified,Dec-2015,Fully Paid,credit_card,6.64,1.0,Aug-1997,675.0,679.0,0.0,9.0,0.0,9387.0,81.6,22.0,Individual,3.0,0.0
409,6000.0, 36 months,9.17,191.28,B,2 years,OWN,72000.0,Not Verified,Dec-2015,Fully Paid,credit_card,2.8,0.0,Sep-1988,660.0,664.0,0.0,9.0,1.0,4752.0,9.8,24.0,Individual,0.0,1.0
7860,15000.0, 36 months,11.22,492.65,B,10+ years,MORTGAGE,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.45,0.0,May-2006,705.0,709.0,1.0,7.0,0.0,13891.0,83.7,14.0,Individual,1.0,0.0
7416,3000.0, 36 months,14.48,103.24,C,3 years,RENT,40000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,28.77,0.0,Nov-2009,705.0,709.0,0.0,9.0,0.0,4773.0,39.1,10.0,Individual,0.0,0.0
5187,15000.0, 36 months,8.49,473.45,B,4 years,MORTGAGE,145000.0,Not Verified,Dec-2015,Charged Off,credit_card,19.35,1.0,Jan-2006,695.0,699.0,0.0,21.0,1.0,8296.0,48.0,33.0,Individual,3.0,0.0
1094,18625.0, 36 months,13.44,631.51,C,10+ years,MORTGAGE,44400.0,Verified,Dec-2015,Charged Off,debt_consolidation,7.78,1.0,Nov-1992,680.0,684.0,0.0,5.0,0.0,7620.0,88.6,26.0,Individual,1.0,0.0
4294,9375.0, 36 months,18.49,341.24,D,10+ years,MORTGAGE,83000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,19.27,11.0,Jul-1992,675.0,679.0,2.0,12.0,1.0,2426.0,48.0,48.0,Individual,0.0,1.0
1551,1000.0, 36 months,11.99,33.21,C,4 years,RENT,53000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,18.57,0.0,Aug-1999,660.0,664.0,1.0,9.0,0.0,5488.0,51.8,24.0,Individual,1.0,0.0
5297,18000.0, 36 months,9.17,573.83,B,4 years,OWN,70000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,12.79,0.0,Aug-1991,665.0,669.0,0.0,15.0,1.0,6083.0,27.4,45.0,Individual,0.0,1.0
4844,3200.0, 36 months,11.99,106.28,C,10+ years,OWN,62000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,9.27,0.0,Dec-1994,670.0,674.0,0.0,10.0,0.0,4296.0,57.3,40.0,Individual,1.0,0.0
7856,8500.0, 36 months,14.48,292.5,C,9 years,RENT,53000.0,Source Verified,Dec-2015,Fully Paid,small_business,13.88,2.0,Aug-1999,675.0,679.0,0.0,9.0,0.0,2254.0,37.0,33.0,Individual,2.0,0.0
4273,18200.0, 36 months,11.99,604.42,C,10+ years,MORTGAGE,82000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,19.51,0.0,Dec-2001,710.0,714.0,0.0,17.0,0.0,10986.0,24.7,18.0,Individual,1.0,0.0
8660,32400.0, 60 months,17.57,815.19,D,3 years,MORTGAGE,396000.0,Source Verified,Dec-2015,Fully Paid,credit_card,7.88,0.0,Jan-2001,685.0,689.0,1.0,7.0,0.0,27588.0,98.2,12.0,Individual,1.0,0.0
1670,15000.0, 36 months,10.78,489.52,B,3 years,OWN,72000.0,Verified,Dec-2015,Fully Paid,credit_card,14.28,0.0,Jul-2002,665.0,669.0,0.0,9.0,2.0,11680.0,44.4,23.0,Individual,1.0,2.0
5672,25000.0, 60 months,15.77,604.91,D,10+ years,MORTGAGE,58000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,15.27,1.0,Sep-2001,675.0,679.0,0.0,9.0,0.0,14535.0,61.3,23.0,Individual,3.0,0.0
8629,1600.0, 36 months,7.89,50.06,A,< 1 year,MORTGAGE,47000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.31,0.0,Jan-1987,730.0,734.0,0.0,19.0,1.0,602.0,2.3,56.0,Individual,3.0,1.0
5809,2400.0, 36 months,17.97,86.73,D,< 1 year,RENT,25000.0,Verified,Dec-2015,Fully Paid,moving,16.03,0.0,Aug-1995,685.0,689.0,0.0,11.0,0.0,1636.0,49.6,11.0,Individual,0.0,0.0
1581,16000.0, 36 months,9.8,514.78,B,10+ years,MORTGAGE,72000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,21.45,0.0,May-2005,675.0,679.0,1.0,17.0,0.0,19765.0,71.1,32.0,Individual,3.0,0.0
9507,23000.0, 36 months,14.48,791.46,C,10+ years,RENT,57000.0,Source Verified,Dec-2015,Fully Paid,car,32.69,1.0,Aug-2005,690.0,694.0,0.0,8.0,0.0,4719.0,40.0,20.0,Individual,1.0,0.0
6565,2500.0, 36 months,11.99,83.03,C,< 1 year,RENT,37000.0,Source Verified,Dec-2015,Fully Paid,other,21.21,0.0,Sep-2006,680.0,684.0,0.0,7.0,0.0,4363.0,24.9,20.0,Individual,0.0,0.0
5383,9000.0, 36 months,7.91,281.66,A,8 years,MORTGAGE,77000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,25.81,0.0,Mar-2005,725.0,729.0,0.0,9.0,0.0,5166.0,52.7,22.0,Individual,1.0,0.0
6073,10000.0, 36 months,11.99,332.1,C,9 years,RENT,118000.0,Source Verified,Dec-2015,Fully Paid,house,20.48,0.0,Jan-1997,660.0,664.0,1.0,18.0,0.0,21945.0,68.4,35.0,Individual,0.0,0.0
3791,5000.0, 36 months,9.17,159.4,B,1 year,MORTGAGE,100000.0,Verified,Dec-2015,Fully Paid,credit_card,14.17,1.0,Aug-2004,685.0,689.0,1.0,12.0,0.0,6684.0,73.5,20.0,Individual,2.0,0.0
8348,7200.0, 36 months,25.99,290.06,F,5 years,MORTGAGE,40000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,8.55,1.0,Sep-2010,680.0,684.0,2.0,8.0,0.0,8418.0,68.4,16.0,Individual,1.0,0.0
3144,25000.0, 36 months,9.8,804.34,B,2 years,MORTGAGE,130000.0,Verified,Dec-2015,Fully Paid,credit_card,11.73,0.0,Jul-1977,670.0,674.0,2.0,15.0,1.0,29134.0,59.6,44.0,Individual,4.0,1.0
402,21000.0, 36 months,10.78,685.33,B,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,29.75,0.0,May-1994,730.0,734.0,0.0,24.0,0.0,45269.0,31.3,48.0,Individual,5.0,0.0
8526,21000.0, 60 months,11.99,467.03,C,2 years,RENT,50000.0,Not Verified,Dec-2015,Charged Off,credit_card,7.75,0.0,Nov-2003,690.0,694.0,0.0,8.0,1.0,11262.0,56.0,25.0,Individual,5.0,1.0
7455,10200.0, 36 months,7.89,319.12,A,10+ years,MORTGAGE,32000.0,Not Verified,Dec-2015,Fully Paid,credit_card,26.07,0.0,Feb-2002,665.0,669.0,0.0,9.0,1.0,8572.0,61.7,15.0,Individual,1.0,1.0
6030,24000.0, 36 months,7.49,746.44,A,1 year,RENT,80000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,9.24,0.0,Jan-2003,730.0,734.0,1.0,12.0,0.0,10849.0,26.1,25.0,Individual,1.0,0.0
3851,15000.0, 36 months,13.99,512.6,C,3 years,MORTGAGE,75000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,17.5,0.0,Feb-1997,675.0,679.0,1.0,17.0,0.0,20146.0,68.3,40.0,Individual,4.0,0.0
8861,24000.0, 36 months,5.32,722.76,A,10+ years,MORTGAGE,96000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,28.49,0.0,Mar-2000,705.0,709.0,0.0,21.0,0.0,24103.0,53.0,38.0,Individual,0.0,0.0
2271,15000.0, 36 months,8.49,473.45,B,< 1 year,RENT,70000.0,Not Verified,Dec-2015,Fully Paid,credit_card,16.12,1.0,Jul-1999,675.0,679.0,0.0,6.0,0.0,17490.0,76.0,17.0,Individual,0.0,0.0
9386,4000.0, 36 months,11.99,132.84,C,10+ years,MORTGAGE,85000.0,Source Verified,Dec-2015,Charged Off,medical,5.92,2.0,Nov-2002,690.0,694.0,0.0,5.0,0.0,871.0,15.0,11.0,Individual,3.0,0.0
540,11000.0, 36 months,7.91,344.25,A,2 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,other,28.36,0.0,Jun-2002,710.0,714.0,1.0,16.0,0.0,16701.0,47.2,24.0,Individual,0.0,0.0
5881,20000.0, 36 months,10.78,652.7,B,10+ years,RENT,43680.0,Verified,Dec-2015,Fully Paid,debt_consolidation,18.74,0.0,Aug-1997,715.0,719.0,0.0,9.0,0.0,21217.0,82.9,17.0,Individual,0.0,0.0
5562,5000.0, 36 months,11.99,166.05,C,10+ years,MORTGAGE,52000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,11.54,0.0,Jan-2000,695.0,699.0,4.0,17.0,0.0,9239.0,21.4,24.0,Individual,1.0,0.0
6341,18000.0, 60 months,19.89,475.79,E,< 1 year,RENT,55000.0,Not Verified,Dec-2015,Charged Off,major_purchase,24.53,0.0,Jan-2000,720.0,724.0,0.0,17.0,0.0,2452.0,16.9,23.0,Individual,0.0,0.0
4700,16000.0, 36 months,7.91,500.72,A,,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,37.41,0.0,Apr-1982,720.0,724.0,0.0,11.0,0.0,25624.0,55.8,21.0,Individual,4.0,0.0
9099,31275.0, 36 months,15.41,1090.45,D,2 years,RENT,240000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,18.12,3.0,May-2008,660.0,664.0,0.0,8.0,1.0,10030.0,69.2,22.0,Individual,2.0,0.0
9072,24175.0, 36 months,9.76,777.34,B,10+ years,RENT,52575.0,Verified,Dec-2015,Fully Paid,debt_consolidation,24.88,0.0,Aug-1991,690.0,694.0,0.0,9.0,0.0,21882.0,52.2,20.0,Individual,2.0,0.0
759,12250.0, 36 months,14.85,423.76,C,4 years,RENT,26679.38,Verified,Dec-2015,Charged Off,debt_consolidation,34.1,0.0,Dec-2010,710.0,714.0,0.0,14.0,0.0,10914.0,41.3,17.0,Individual,0.0,0.0
2447,8675.0, 36 months,14.85,300.09,C,1 year,RENT,44000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,26.49,0.0,Sep-2002,660.0,664.0,0.0,11.0,0.0,10444.0,77.9,33.0,Individual,0.0,0.0
5659,10000.0, 36 months,8.49,315.63,B,2 years,RENT,50000.0,Source Verified,Dec-2015,Fully Paid,credit_card,34.71,1.0,Jun-2006,695.0,699.0,0.0,12.0,0.0,8877.0,65.3,16.0,Individual,0.0,0.0
1549,35000.0, 36 months,14.85,1210.72,C,10+ years,MORTGAGE,89000.0,Source Verified,Dec-2015,Fully Paid,other,26.21,2.0,May-2000,705.0,709.0,2.0,13.0,0.0,18797.0,66.7,39.0,Individual,6.0,0.0
6574,15000.0, 60 months,17.97,380.66,D,4 years,RENT,50000.0,Verified,Dec-2015,Charged Off,other,21.92,0.0,Sep-2004,700.0,704.0,0.0,10.0,0.0,9448.0,44.8,18.0,Individual,0.0,0.0
3114,18475.0, 36 months,9.8,594.41,B,3 years,MORTGAGE,42000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,18.21,1.0,Oct-2000,680.0,684.0,0.0,5.0,0.0,20370.0,88.6,18.0,Individual,1.0,0.0
7446,18875.0, 60 months,17.57,474.9,D,3 years,MORTGAGE,54700.0,Verified,Dec-2015,Fully Paid,debt_consolidation,30.96,0.0,Aug-2006,690.0,694.0,1.0,14.0,0.0,17603.0,46.9,24.0,Individual,2.0,0.0
7269,16000.0, 36 months,6.24,488.5,A,3 years,RENT,87000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.42,0.0,Jun-2006,790.0,794.0,0.0,8.0,0.0,5302.0,18.9,10.0,Individual,0.0,0.0
6114,12000.0, 36 months,12.88,403.64,C,5 years,RENT,75000.0,Source Verified,Dec-2015,Fully Paid,other,23.14,0.0,Aug-2003,685.0,689.0,1.0,12.0,0.0,21349.0,61.0,20.0,Individual,0.0,0.0
6652,16000.0, 36 months,12.88,538.18,C,6 years,RENT,61200.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.75,0.0,Sep-1999,675.0,679.0,0.0,14.0,0.0,13416.0,51.2,18.0,Individual,0.0,0.0
2970,6500.0, 36 months,7.91,203.42,A,10+ years,MORTGAGE,85000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,3.97,3.0,Dec-1997,705.0,709.0,0.0,9.0,0.0,9337.0,27.6,16.0,Individual,2.0,0.0
1688,2400.0, 36 months,13.44,81.38,C,3 years,RENT,33000.0,Source Verified,Dec-2015,Fully Paid,credit_card,32.47,0.0,Jan-2012,665.0,669.0,0.0,8.0,0.0,7491.0,80.5,10.0,Individual,0.0,0.0
1648,10000.0, 36 months,7.49,311.02,A,10+ years,MORTGAGE,200000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,10.68,1.0,Feb-1990,750.0,754.0,0.0,15.0,0.0,48003.0,15.3,34.0,Individual,5.0,0.0
6149,5000.0, 36 months,8.49,157.82,B,3 years,MORTGAGE,70000.0,Not Verified,Dec-2015,Fully Paid,credit_card,18.86,0.0,Aug-1984,665.0,669.0,0.0,9.0,1.0,4689.0,93.8,54.0,Individual,5.0,1.0
270,22000.0, 60 months,17.97,558.3,D,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,22.34,1.0,Jul-2000,665.0,669.0,1.0,10.0,0.0,39840.0,74.3,25.0,Individual,1.0,0.0
4870,9600.0, 36 months,11.99,318.82,C,1 year,MORTGAGE,76899.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,16.54,1.0,Jan-1997,665.0,669.0,1.0,10.0,0.0,8615.0,66.3,31.0,Individual,3.0,0.0
4948,13700.0, 60 months,21.48,374.34,E,4 years,OWN,27429.0,Source Verified,Dec-2015,Charged Off,credit_card,13.48,0.0,Mar-2012,675.0,679.0,1.0,8.0,1.0,6156.0,48.1,8.0,Individual,0.0,0.0
1920,10525.0, 36 months,17.97,380.35,D,10+ years,MORTGAGE,88000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,8.11,0.0,Jul-2002,670.0,674.0,3.0,11.0,1.0,6871.0,49.0,20.0,Individual,0.0,0.0
3764,28000.0, 36 months,5.32,843.22,A,10+ years,MORTGAGE,450000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,14.79,0.0,Feb-1988,725.0,729.0,1.0,20.0,0.0,114065.0,46.2,39.0,Individual,4.0,0.0
2015,15000.0, 36 months,5.32,451.73,A,3 years,RENT,103000.0,Not Verified,Dec-2015,Fully Paid,other,15.54,0.0,Oct-2003,795.0,799.0,0.0,6.0,0.0,5694.0,21.3,15.0,Individual,0.0,0.0
4050,30000.0, 60 months,13.44,689.37,C,10+ years,MORTGAGE,125000.0,Source Verified,Dec-2015,Charged Off,credit_card,9.15,0.0,Feb-2004,720.0,724.0,0.0,8.0,0.0,5352.0,21.7,21.0,Individual,1.0,0.0
6309,16000.0, 36 months,14.85,553.48,C,< 1 year,RENT,100000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.92,0.0,Dec-2005,660.0,664.0,2.0,40.0,0.0,21773.0,69.1,62.0,Individual,0.0,0.0
8504,3900.0, 36 months,15.41,135.98,D,10+ years,MORTGAGE,40000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,27.72,0.0,Nov-2003,730.0,734.0,0.0,12.0,0.0,12153.0,50.4,30.0,Individual,3.0,0.0
4947,15000.0, 36 months,11.99,498.15,C,2 years,RENT,175000.0,Source Verified,Dec-2015,Fully Paid,credit_card,5.6,0.0,Aug-2002,670.0,674.0,1.0,5.0,0.0,15601.0,90.2,17.0,Individual,0.0,0.0
9834,13675.0, 36 months,18.99,501.21,E,1 year,RENT,38000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,23.37,0.0,Aug-2009,680.0,684.0,1.0,11.0,0.0,1746.0,33.6,22.0,Individual,0.0,0.0
3965,6000.0, 36 months,10.78,195.81,B,6 years,MORTGAGE,36500.0,Verified,Dec-2015,Fully Paid,debt_consolidation,19.14,0.0,Jun-2008,675.0,679.0,0.0,6.0,0.0,3324.0,26.8,9.0,Individual,1.0,0.0
6476,7500.0, 36 months,15.77,262.83,D,3 years,MORTGAGE,120000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,16.82,0.0,Oct-1995,670.0,674.0,5.0,19.0,1.0,15038.0,69.3,53.0,Individual,0.0,1.0
1835,10000.0, 36 months,9.17,318.79,B,1 year,MORTGAGE,45500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,28.09,0.0,Sep-2004,710.0,714.0,1.0,35.0,0.0,11444.0,31.5,57.0,Individual,1.0,0.0
4652,28000.0, 36 months,5.32,843.22,A,10+ years,RENT,150000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,11.71,0.0,Sep-1998,715.0,719.0,0.0,9.0,0.0,30634.0,68.5,19.0,Individual,0.0,0.0
1133,3600.0, 36 months,7.91,112.67,A,6 years,MORTGAGE,51000.0,Source Verified,Dec-2015,Fully Paid,car,12.92,0.0,Feb-2011,690.0,694.0,0.0,9.0,1.0,6866.0,25.9,10.0,Individual,0.0,1.0
6121,12775.0, 60 months,19.89,337.68,E,10+ years,MORTGAGE,57000.0,Verified,Dec-2015,Charged Off,debt_consolidation,34.4,0.0,Aug-2004,670.0,674.0,1.0,11.0,1.0,22105.0,82.8,20.0,Individual,2.0,0.0
1827,8400.0, 36 months,11.99,278.97,C,3 years,MORTGAGE,62500.0,Source Verified,Dec-2015,Fully Paid,other,37.08,0.0,Nov-1989,670.0,674.0,1.0,14.0,4.0,15257.0,84.3,31.0,Individual,5.0,2.0
999,30000.0, 36 months,12.88,1009.09,C,3 years,RENT,100000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,16.21,0.0,Mar-2000,695.0,699.0,0.0,14.0,0.0,54554.0,56.0,24.0,Individual,0.0,0.0
6636,10000.0, 36 months,14.85,345.92,C,9 years,MORTGAGE,54000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,8.49,0.0,Dec-2001,670.0,674.0,1.0,10.0,1.0,10909.0,67.0,33.0,Individual,3.0,1.0
2866,15000.0, 60 months,13.44,344.69,C,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,10.32,0.0,Jul-2001,675.0,679.0,0.0,9.0,1.0,13864.0,47.5,36.0,Individual,6.0,1.0
3695,7000.0, 36 months,6.49,214.52,A,2 years,MORTGAGE,86000.0,Source Verified,Dec-2015,Fully Paid,vacation,26.15,0.0,Jul-2006,780.0,784.0,0.0,11.0,0.0,2228.0,8.6,19.0,Individual,0.0,0.0
2481,24150.0, 60 months,21.48,659.88,E,6 years,RENT,57500.0,Verified,Dec-2015,Charged Off,debt_consolidation,22.6,0.0,Dec-1987,675.0,679.0,0.0,9.0,1.0,5202.0,70.3,37.0,Individual,1.0,1.0
8837,5000.0, 36 months,5.32,150.58,A,10+ years,OWN,110000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,19.7,0.0,Oct-1978,720.0,724.0,0.0,17.0,0.0,53108.0,70.3,28.0,Individual,5.0,0.0
3295,8375.0, 36 months,10.78,273.32,B,10+ years,MORTGAGE,68000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,25.5,0.0,Oct-1984,715.0,719.0,0.0,17.0,0.0,29029.0,38.3,33.0,Individual,1.0,0.0
5946,8000.0, 36 months,11.99,265.68,C,3 years,MORTGAGE,127963.0,Verified,Dec-2015,Fully Paid,debt_consolidation,25.13,0.0,Jul-2000,685.0,689.0,0.0,16.0,0.0,29607.0,57.5,43.0,Individual,1.0,0.0
3934,20000.0, 36 months,11.48,659.33,B,2 years,RENT,120000.0,Verified,Dec-2015,Fully Paid,moving,37.69,3.0,Oct-2005,705.0,709.0,0.0,13.0,0.0,18737.0,48.4,15.0,Individual,0.0,0.0
6225,6500.0, 36 months,8.49,205.16,B,4 years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,7.86,1.0,Apr-2006,695.0,699.0,0.0,13.0,0.0,8639.0,45.2,30.0,Individual,2.0,0.0
5387,7000.0, 36 months,9.17,223.16,B,10+ years,OWN,32000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,24.53,0.0,Oct-1988,680.0,684.0,0.0,17.0,0.0,9039.0,39.5,44.0,Individual,0.0,0.0
4395,8000.0, 36 months,6.49,245.16,A,< 1 year,MORTGAGE,62000.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.71,1.0,Aug-2001,690.0,694.0,0.0,7.0,0.0,3438.0,81.9,20.0,Individual,3.0,0.0
5384,2000.0, 36 months,10.78,65.27,B,< 1 year,MORTGAGE,54200.0,Verified,Dec-2015,Fully Paid,debt_consolidation,26.46,0.0,Mar-2000,710.0,714.0,0.0,7.0,0.0,10218.0,99.2,20.0,Individual,1.0,0.0
9821,5775.0, 36 months,25.99,232.65,F,< 1 year,RENT,38300.0,Source Verified,Dec-2015,Charged Off,car,9.77,0.0,Aug-2005,660.0,664.0,1.0,12.0,0.0,5675.0,66.8,14.0,Individual,0.0,0.0
4901,15000.0, 60 months,15.77,362.95,D,7 years,MORTGAGE,57000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,22.02,1.0,May-2005,685.0,689.0,1.0,9.0,0.0,107.0,0.5,32.0,Individual,2.0,0.0
5344,12075.0, 36 months,14.85,417.7,C,10+ years,MORTGAGE,69100.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.45,0.0,Jun-1985,665.0,669.0,1.0,13.0,1.0,8460.0,49.0,27.0,Individual,0.0,1.0
1985,8600.0, 36 months,7.91,269.14,A,10+ years,MORTGAGE,126202.0,Not Verified,Dec-2015,Fully Paid,home_improvement,11.84,0.0,Jun-1987,755.0,759.0,1.0,21.0,0.0,16342.0,13.1,33.0,Individual,6.0,0.0
7372,21000.0, 36 months,12.59,703.44,C,4 years,RENT,98500.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,20.08,1.0,Jan-1997,665.0,669.0,0.0,9.0,0.0,35735.0,90.0,20.0,Individual,2.0,0.0
4110,10000.0, 36 months,9.17,318.79,B,9 years,OWN,40000.0,Source Verified,Dec-2015,Fully Paid,credit_card,19.62,1.0,Apr-2006,660.0,664.0,0.0,8.0,0.0,16039.0,62.2,24.0,Individual,2.0,0.0
7038,15000.0, 36 months,11.22,492.65,B,6 years,RENT,56900.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,28.58,0.0,Aug-1998,705.0,709.0,1.0,14.0,1.0,14214.0,47.2,28.0,Individual,0.0,1.0
1872,10900.0, 60 months,8.49,223.58,B,1 year,MORTGAGE,122000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.98,0.0,Jul-1998,725.0,729.0,0.0,14.0,0.0,42459.0,62.3,35.0,Individual,4.0,0.0
